cards,strength,rating,%
9h7h6d5s,28,4,
9s8h7h6d,40,4,
9h8s7h6d,38,4,
AhJh7h6d,30,4,
AhQh7h6d,36,4,
AhKh7h6d,38,4,
9s8s7h6d,40,4,
QsTsTd2h,53,3,
7h6d5s3s,28,4,
7h6d4s3s,20,5,
8s7h6d4s,25,4,
7h6d5s4s,40,4,
9s7h6d5s,25,4,
8h7h6d4s,30,4,
7h6d5h3s,28,4,
9s7h6d5h,28,4,
8s7h6d5h,38,4,
7h6d5h4s,38,4,
9s8h6d5h,15,5,
8h7s6d5h,35,4,
8h6d5h4s,25,4,
9h8s6d5h,15,5,
9h7s6d5h,25,4,
AhTh6d5h,20,5,
AhJh6d5h,30,4,
AhKh6d5h,38,4,
AhKh6h6d,45.5,3,
KsTsTd2h,50,3,
6d5h4s2s,28,4,
6d5h3s2s,20,5,
AhTd5h3h,31,4,
AhTd6h3h,15,5,
AhTd7h3h,15,5,
AhTd8h3h,15,5,
JhThTd3h,60,3,
AhTd9h3h,20,5,
KhJhTd3h,30.5,4,
AhTh6h6d,22.5,5,
AhJh6h6d,32.5,4,
AhQh6h6d,38.5,4,
AhTd4h3h,38,4,
QsJhTh6d,42.5,4,
KhJhTh6d,30.5,4,
QsQhTh6d,74,2,
QhJsTh6d,40.5,4,
QhTsTh6d,53,3,
KhQhTh6d,32.5,4,
Ah8s8h2s,52.5,3,
Ah8h7s2s,35,4,
Ah8h6s2s,30,4,
Ah8h5s2s,42.5,4,
Ah8h4s2s,43,4,
Ah8h3s2s,50,3,
8s7h6d5s,35,4,
QsQhTd2h,71,2,
QhTsTd2h,50,3,
KhTsTh6d,50,3,
Ah9s8h4s,35,4,
Ah8s8h4s,52.5,3,
Ah8h7s4s,37.5,4,
Ah8h6s4s,35.5,4,
Ah9s8h6s,37.5,4,
Ah8s8h6s,58,3,
KhQhJh6d,42.5,4,
QsJsTh6d,42.5,4,
KsTsTh6d,50,3,
QsTsTh6d,53,3,
KhTsTd2h,50,3,
AhTh8h6d,26,4,
9h8h7s6d,40,4,
9h8h6d5s,20,5,
AhJh8h6d,25,4,
AhQh8h6d,31,4,
AhKh8h6d,38,4,
KsKh8s8h,124.5,1,
8h7s6d4s,25,4,
8h6d5s4s,30,4,
9s8h6d5s,15,5,
8h7s6d5s,38,4,
9s8h7s6d,38,4,
Ah8h5s4s,52.5,3,
Ah9s8h3s,35,4,
Ah8s8h3s,52.5,3,
Ah8h7s3s,35,4,
Ah8h6s3s,32.5,4,
Ah8h5s3s,45.5,3,
Ah8h4s3s,50,3,
Ah9s8h2s,35,4,
AhJh9h6d,31,4,
AhKh9h6d,38,4,
AhQh9h6d,31,4,
9h8s6d5s,15,5,
9h7s6d5s,28,4,
9h8s7s6d,40,4,
AhTh9h6d,33,4,
AhQh8h5s,31,4,
KsTsTd4h,50,3,
QsTsTd4h,53,3,
QsQh8h2s,78.5,2,
AhQh8s8h,53.5,3,
AhQh8h2s,21,5,
KhQh9s8h,30,4,
AhQh8h6s,31,4,
AhTd6h5h,28,4,
QhJs8h6s,40,4,
QhTs8h6s,35,4,
QsQhTd4h,71,2,
8s7s6d4h,30,4,
AhQh8h7s,36,4,
QsQh8h4s,78.5,2,
QsQh8h3s,78.5,2,
QsQh8h6s,83.5,1,
KsQh8h7s,40,4,
QsQh8h7s,88.5,1,
QhJs8h7s,40,4,
QhTs8h7s,40,4,
TsThTd4h,58.5,3,
QhTsTd4h,50,3,
KhQhTd4h,32.5,4,
AhKh8h6s,38,4,
AhKh8h5s,38,4,
QsQh8h5s,83.5,1,
QsThTd6h,50,3,
KsTsTd5h,50,3,
QsTsTd5h,53,3,
AhTd8h6h,26,4,
KsJh8h7s,40,4,
QsJh8h7s,40,4,
QsJh8h6s,40,4,
JhTs8h6s,40,4,
AhTd9h6h,25,4,
KhTsTd5h,50,3,
AhTd7h6h,33,4,
TsThTd5h,58.5,3,
JhTs8s8h,65.5,2,
KhQhTd5h,32.5,4,
QsQhTd5h,71,2,
QhTsTd5h,50,3,
AhQh8h4s,21,5,
AhQh8h3s,21,5,
AhTd7h5h,26,4,
JhTs8h5s,40,4,
AhTd8h5h,20,5,
AhTd9h5h,20,5,
KhJhTd5h,30.5,4,
QhJhTd5h,42.5,4,
KsThTd5h,50,3,
QsThTd5h,50,3,
JhThTd5h,60,3,
AhKh6d3h,38,4,
6d5s3h2s,15,5,
6d4s3h2s,28,4,
8s7h6d4h,25,4,
8h7s6d4h,25,4,
8h6d5s4h,25,4,
AhTh6d4h,15,5,
AhJh6d4h,25,4,
AhQh6d4h,31,4,
7s6d5s3h,28,4,
7s6d4s3h,15,5,
6d5s4s3h,40,4,
AhKh8h4s,28,4,
7s6d5h4h,40,4,
6d5h4h3s,40,4,
6d5h4h2s,30,4,
7h6d5s4h,35,4,
7h6d4h3s,15,5,
AhKh6d4h,38,4,
6d5s4h2s,25,4,
6d4h3s2s,30,4,
7s6d4h3s,15,5,
6d5s4h3s,38,4,
8s6d5s4h,25,4,
AhQh6d5h,36,4,
7s6d5s4h,38,4,
8s6d5h4h,30,4,
AhKh8h3s,28,4,
AhKh8h2s,28,4,
QsQh9s8h,88.5,1,
KhTsTd4h,50,3,
AhKh8s8h,60.5,3,
AhKh8h7s,38,4,
QsTsTd3h,53,3,
AhTd6h4h,21,5,
AhTd7h4h,20,5,
AhTd8h4h,15,5,
AhTd9h4h,20,5,
JhThTd4h,60,3,
AhQh6d3h,31,4,
QhJhTd4h,42.5,4,
KsThTd4h,50,3,
QsThTd4h,50,3,
AhTd5h4h,38,4,
KsTsTd3h,50,3,
KhTsTd3h,50,3,
QhJhTd3h,42.5,4,
KsThTd3h,50,3,
QsThTd3h,50,3,
TsThTd3h,58.5,3,
KhQhTd3h,32.5,4,
QsQhTd3h,71,2,
QhTsTd3h,50,3,
KhJhTd4h,30.5,4,
AsTs6h4s,15,5,
AsKs6h4s,38,4,
AsQs6h4s,31,4,
AsJs6h5s,30,4,
AsTs6h5s,20,5,
AsKs6h5s,38,4,
AsQs6h5s,36,4,
AsKs6s6h,45.5,3,
AsQs6s6h,38.5,4,
AsJs6s6h,32.5,4,
AsTs6s6h,22.5,5,
AsQs7s6h,36,4,
Ah7h5s2s,42.5,4,
AsTs7s6h,25,4,
KdJd9s7s,41,4,
KdJd8s7s,48,3,
AsKs8s6h,38,4,
AsQs8s6h,31,4,
AsJs8s6h,25,4,
AsTs8s6h,26,4,
AsKs7s6h,38,4,
AsTs9s6h,33,4,
KsQsJs6h,42.5,4,
KsQsTs6h,32.5,4,
AhTh8h7h,31,4,
TsTh8h7h,55.5,3,
AsJs7s6h,30,4,
AhJd6h2h,15,5,
AhJd7h2h,15,5,
AhJd8h2h,20,5,
AhJd9h2h,20,5,
KhJdTh2h,27.5,4,
QhJdTh2h,40.5,4,
JhJdTh2h,62.5,3,
Ah8s6h3s,32.5,4,
Ah7s6h3s,37.5,4,
Ah6s6h3s,40,4,
Ah6h5s3s,50.5,3,
Ah6h4s3s,52.5,3,
AsJs6h4s,25,4,
Ah9s8s6h,42.5,4,
Ah9s7s6h,40.5,4,
Ah8s7s6h,52.5,3,
AhJd3h2h,48,3,
AsTs6h2s,5,5,
Ah9s6s6h,40,4,
AsKs6h2s,28,4,
AsQs6h2s,21,5,
AsJs6h2s,15,5,
AsKs6h3s,38,4,
AsQs6h3s,31,4,
AsJs6h3s,25,4,
AsTs6h3s,15,5,
Ah8s6s6h,43,4,
As8h7h6s,52.5,3,
KdJsJd8h,58,3,
KdJhJd2s,55.5,3,
KdJdTh7s,33,4,
QsJs8h7h,50,3,
KsTs8h7h,45,3,
QsTs8h7h,48,3,
As9s8h7h,52.5,3,
KsQs8h7h,50,3,
KsJs8h7h,48,3,
AhJh9h7h,31,4,
As8h7h5s,42.5,4,
KsJsTs6h,30.5,4,
TsTh9h7h,57.5,3,
AhQh9h7h,31,4,
AhKh9h7h,38,4,
As8s8h7h,65,2,
KdJsJd5h,55.5,3,
AhKs9h7h,36,4,
AhQs9h7h,31,4,
AhJs9h7h,31,4,
AhTs9h7h,31,4,
KdJd9h7h,41,4,
KdJd8h7h,48,3,
KdJsJd6h,55.5,3,
KdJsJd3h,55.5,3,
AhTh9h7h,33,4,
AsKs9s6h,38,4,
AsQs9s6h,31,4,
AsJs9s6h,31,4,
KdJhJd4s,55.5,3,
KdJhJd3s,55.5,3,
KdQhJd7s,40.5,4,
AhJh8h7h,38,4,
AhQh8h7h,36,4,
AhQs8h7h,38,4,
AhJs8h7h,38,4,
AhTs8h7h,33,4,
KdJhJd6s,55.5,3,
As8h7s7h,62.5,3,
KsKh8h7h,82,1,
AhKh8h7h,38,4,
AhKs8h7h,38,4,
As8h7h3s,40,4,
KdJsJd9h,58,3,
KdJhJd9s,58,3,
KdJhJd8s,58,3,
KdJhJd7s,55.5,3,
KdQsJd7h,40.5,4,
KdJsJd7h,55.5,3,
KdJdTs7h,33,4,
As8h7h2s,40,4,
As8h7h4s,42.5,4,
KdJhJd5s,55.5,3,
QhTs7s6h,40,4,
AhKh6h4s,38,4,
AhKh6h3s,38,4,
AhKh6h2s,28,4,
AhJd6h5h,38,4,
QsQh9s6h,83.5,1,
KsJsJd4h,55.5,3,
QsJsJd4h,62.5,3,
AhJd7h5h,31,4,
AhJd8h5h,25,4,
AhJd9h5h,20,5,
KhQhJd4h,42.5,4,
AhJd5h2h,35,4,
QsJhJd4h,57.5,3,
JsJhJd4h,62.5,3,
KhJdTh4h,27.5,4,
QhJdTh4h,40.5,4,
JhJdTh4h,62.5,3,
KhJsJd4h,52.5,3,
QsQhJd4h,76,2,
QhJsJd4h,57.5,3,
AhKh6s6h,45.5,3,
QsQh7s6h,88.5,1,
QhJs7s6h,40,4,
AhKh8s6h,38,4,
AhKh7s6h,38,4,
KsJhJd4h,52.5,3,
QhJdTs6h,37.5,4,
QsJdTh6h,37.5,4,
KhJdTh6h,27.5,4,
JhJdTh6h,62.5,3,
KhQhJd6h,42.5,4,
KsJsJd5h,55.5,3,
QsJsJd5h,62.5,3,
AhJd8h6h,31,4,
AhJd9h6h,25,4,
QsQh6h3s,83.5,1,
KhJsJd5h,52.5,3,
AhJd7h6h,38,4,
QhTs8s6h,38,4,
KhQhJd5h,42.5,4,
KsJhJd5h,52.5,3,
QsJhJd5h,57.5,3,
JsJhJd5h,62.5,3,
QsQhJd5h,76,2,
QhJsJd5h,57.5,3,
KhJdTh5h,27.5,4,
QhJdTh5h,40.5,4,
JhJdTh5h,62.5,3,
QhJs9s6h,43,4,
QhTs9s6h,45,3,
QsQh8s6h,83.5,1,
QhJs8s6h,40,4,
QsQh6h5s,88.5,1,
KhQhJd2h,42.5,4,
KsJhJd2h,52.5,3,
Ah9s6h2s,30,4,
QsJhJd2h,57.5,3,
JsJhJd2h,62.5,3,
KhJsJd2h,52.5,3,
QsQhJd2h,76,2,
QhJsJd2h,57.5,3,
Ah8s6h2s,30,4,
Ah7s6h2s,35,4,
Ah6s6h2s,37.5,4,
Ah6h5s2s,47.5,3,
AhJd5h4h,48,3,
Ah6h3s2s,52.5,3,
Ah9s6h4s,32.5,4,
Ah8s6h4s,32.5,4,
Ah7s6h4s,37.5,4,
Ah6s6h4s,43,4,
Ah6h5s4s,62.5,3,
Ah9s6h3s,32.5,4,
Ah7s6s6h,50,3,
Ah9s6h5s,37.5,4,
Ah8s6h5s,37.5,4,
Ah7s6h5s,50.5,3,
Ah6s6h5s,50,3,
AhJd4h2h,41,4,
Ah6h4s2s,45.5,3,
KsJsJd3h,55.5,3,
AhKh6h5s,38,4,
AhKh9s6h,38,4,
QsJsJd3h,62.5,3,
AhJd6h4h,31,4,
AhJd7h4h,25,4,
AhJd8h4h,20,5,
AhJd9h4h,20,5,
QhJdTh3h,40.5,4,
KhQhJd3h,42.5,4,
KsJhJd3h,52.5,3,
QsJhJd3h,57.5,3,
KsJsJd2h,55.5,3,
KhJsJd3h,52.5,3,
QsQhJd3h,76,2,
QhJsJd3h,57.5,3,
QsJsJd2h,62.5,3,
AhJd5h3h,41,4,
AhJd6h3h,25,4,
AhJd7h3h,15,5,
AhJd8h3h,20,5,
JhJdTh3h,62.5,3,
AhJd9h3h,20,5,
KhJdTh3h,27.5,4,
AhJd4h3h,48,3,
KsKh6s6h,104.5,1,
JsJhJd3h,62.5,3,
KsQsTd3s,32.5,4,
QsJsTd3s,42.5,4,
JsTsTd3s,60,3,
AsTd9s3s,20,5,
AsTd6s4s,21,5,
AsTd5s4s,38,4,
AsTd9s2s,20,5,
QsQh7h2s,78.5,2,
AhTd9s8s,40,4,
AsTd3s2s,38,4,
AsTd5s2s,25,4,
AsTd4s2s,31,4,
KdJsJd4h,55.5,3,
AsTd6s2s,5,5,
KsQsTd2s,32.5,4,
KsJsTd2s,30.5,4,
QsJsTd2s,42.5,4,
JsTsTd2s,60,3,
AsTd8s2s,15,5,
AsTd5s3s,31,4,
AsTd4s3s,38,4,
AsTd7s3s,15,5,
AsTd6s3s,15,5,
QsQh7h3s,78.5,2,
QsQh7h6s,88.5,1,
QhJs7h6s,40,4,
AsTd7s2s,15,5,
AhQh7h5s,31,4,
AhQh7h4s,31,4,
AhQh7h3s,21,5,
AhQh7h2s,21,5,
TsTd8s7s,55.5,3,
AsTd9s5s,20,5,
AsTd8s5s,20,5,
AsTd7s5s,26,4,
AsTd8s4s,15,5,
AsTd7s4s,20,5,
AsTd6s5s,28,4,
KsQsTd5s,32.5,4,
AsTd8s3s,15,5,
AsTd9s6s,25,4,
QsJh9s7h,40,4,
KsJh8s7h,40,4,
QsJsTd4s,42.5,4,
KsJsTd5s,30.5,4,
QsJsTd5s,42.5,4,
JsTsTd5s,60,3,
JsTsTd4s,60,3,
AsTd9s4s,20,5,
KsJsTd3s,30.5,4,
KsJh9s7h,35,4,
KsQsTd4s,32.5,4,
KsJsTd4s,30.5,4,
JsTsTd6s,60,3,
KsQhTd7s,30,4,
QsQhTd7s,73.5,2,
QsQhTd6s,71,2,
QhJsTd6s,37.5,4,
QhTsTd6s,50,3,
QsQhTd5s,71,2,
QhTsTd5s,50,3,
QhTsTd2s,50,3,
QsQhTd4s,71,2,
QhTsTd4s,50,3,
QsQhTd3s,71,2,
AhKh9s7h,38,4,
QhTs7h6s,40,4,
AhKh7h4s,38,4,
AhKh7h3s,28,4,
QhTsTd3s,50,3,
QhJsTd7s,40,4,
QhTsTd7s,52.5,3,
AhKh7s7h,58,3,
AhKh7h6s,38,4,
AhKh7h5s,38,4,
QsQhTd2s,71,2,
Ah7h3s2s,50,3,
KhQs9s7h,40,4,
KhJs9s7h,38,4,
KhTs9s7h,45,3,
AhKh8s7h,38,4,
AhQh9s7h,31,4,
AhQh8s7h,36,4,
AhQh7s7h,51,3,
KhQsTd7s,30,4,
AhQh7h6s,36,4,
QsQh7h5s,83.5,1,
KhTsTd9s,67.5,2,
KhTsTd8s,55.5,3,
QsQh7h4s,83.5,1,
KhTsTd6s,50,3,
QhTs8s7h,43,4,
KhTsTd4s,50,3,
KhTsTd2s,50,3,
KhJsTd7s,30,4,
KhTsTd7s,52.5,3,
AhKh7h2s,28,4,
KsQh9s7h,40,4,
QsQh9s7h,83.5,1,
QhJs9s7h,43,4,
QhTs9s7h,45,3,
KsQh8s7h,40,4,
KhTsTd5s,50,3,
QsQh8s7h,88.5,1,
QhJs8s7h,40,4,
QsQhTd8s,73.5,2,
QhTsTd8s,55.5,3,
KhTsTd3s,50,3,
KsQs9h7h,48,3,
KhQdJd7s,42.5,4,
QhQdJd8s,83.5,1,
QhQdJd4s,81,1,
QhQdJd3s,81,1,
QhQdJd2s,81,1,
QdJhJd8s,65,2,
QdJhJd7s,62.5,3,
QdJhJd6s,62.5,3,
QdJhJd5s,62.5,3,
QdJhJd4s,62.5,3,
QdJhJd3s,62.5,3,
AsTd7s6s,33,4,
QhQdJd7s,81,1,
QhQdJd6s,81,1,
AhTh9s7h,25,4,
AhTh7h2s,15,5,
QdJdTh7s,45,3,
QdJdTh6s,42.5,4,
QhQdJd5s,81,1,
QdJd7h6h,50,3,
QdJd9h7h,48,3,
QdJd8h7h,50,3,
KsQdJd7h,42.5,4,
QdJd8h6h,48,3,
QsQdJd7h,81,1,
QdJhJd2s,62.5,3,
KsKh9h7h,75,2,
As9h7h2s,33,4,
KdJsJd2h,55.5,3,
As9h7h4s,35.5,4,
KsTs9h7h,43,4,
QsTs9h7h,46,3,
QdJd9s7s,48,3,
QdJd8s7s,50,3,
As9h7h3s,33,4,
As9h7h6s,40.5,4,
As9h7h5s,35.5,4,
QdJd9s6s,45,3,
JhTsTh7h,62.5,3,
QdJd7s6s,50,3,
As9h7s7h,55.5,3,
KsJs9h7h,41,4,
QsJs9h7h,48,3,
As9s9h7h,60.5,3,
As9h8s7h,50.5,3,
AhTh8s7h,25,4,
AhTh7s7h,40,4,
AhTh7h6s,25,4,
AhTh7h5s,20,5,
AhTh7h4s,20,5,
AhTh7h3s,15,5,
JsJhTh7h,65,2,
QdJd8s6s,48,3,
AhJh7h3s,15,5,
AhJh7h2s,15,5,
KdQdJd6s,42.5,4,
KdQdJd5s,42.5,4,
KdQdJd4s,42.5,4,
KdQdJd3s,42.5,4,
AhJh9s7h,25,4,
AhJh8s7h,30,4,
AsTd8s7s,33,4,
KsTd9s8s,45,3,
TsTd9s8s,72.5,2,
KdQdJd5h,42.5,4,
QdJsJd7h,62.5,3,
KdQdJd3h,42.5,4,
KdQdJd2h,42.5,4,
KdQdJd6h,42.5,4,
JhTs7h5s,40,4,
KsQsTd6s,32.5,4,
KsJsTd6s,30.5,4,
JsTsTd7s,62.5,3,
AsTd9s7s,31,4,
TsTd9s7s,57.5,3,
QsJh8s7h,40,4,
QsJh7h6s,40,4,
JhTs7h6s,40,4,
AsTd8s6s,26,4,
KdQdJd4h,42.5,4,
QdJdTs7h,45,3,
QdJsJd8h,65,2,
QsQdJd8h,83.5,1,
QdJsJd4h,62.5,3,
QsQdJd5h,81,1,
QdJsJd5h,62.5,3,
QsQdJd6h,81,1,
QdJsJd6h,62.5,3,
QdJdTs6h,42.5,4,
QdJd9h6h,45,3,
QsTh7h6s,40,4,
JsTh7h6s,40,4,
AhJh7h4s,25,4,
QsQdJd3h,81,1,
QdJsJd3h,62.5,3,
QsQdJd4h,81,1,
QsTh9s7h,40,4,
KsTh8s7h,40,4,
QsTh8s7h,40,4,
KsTh9s7h,40,4,
QsQdJd2h,81,1,
QdJsJd2h,62.5,3,
KdQdJd2s,42.5,4,
AhJh7s7h,45,3,
AhJh7h6s,30,4,
AhJh7h5s,25,4,
JsTh7h5s,40,4,
Ad7d3s2s,50,3,
KhJhTh2s,30.5,4,
QhJhTh5s,42.5,4,
QhJhTh4s,42.5,4,
QhJhTh3s,42.5,4,
Ad9s7d4s,32.5,4,
Ad8s7d4s,37.5,4,
Ad7s7d4s,52.5,3,
Ad9s7d6s,37.5,4,
Ad8s7d6s,50.5,3,
Ad7s7d6s,62.5,3,
Ad9s7d5s,32.5,4,
Ah8h7s6s,52.5,3,
Ad7s7d5s,55.5,3,
Ad7d6s5s,52.5,3,
KdTsTd8h,52.5,3,
Ad9s8s7d,52.5,3,
Ad9s7s7d,55.5,3,
Ad8s7s7d,62.5,3,
AhTh7d2h,15,5,
AhJh7d2h,15,5,
AhQh7d2h,21,5,
AhKh7d2h,28,4,
KhJhTh6s,30.5,4,
KhJhTh5s,30.5,4,
7d6s4h3h,20,5,
Ad8s7d5s,37.5,4,
KhJhTh3s,30.5,4,
KsJs9h8s,28,4,
KsTs9h8s,43,4,
AsKs9h7s,38,4,
AsQs9h7s,31,4,
AsJs9s9h,56,3,
QhJhTh2s,42.5,4,
AsKs9s9h,63,3,
KdThTd5s,50,3,
KdThTd4s,50,3,
KdThTd3s,50,3,
KdThTd2s,50,3,
Ad7d5s2s,42.5,4,
Ad7d4s2s,45.5,3,
Ad7d6s4s,40.5,4,
Ad7d5s4s,52.5,3,
Ad9s7d3s,30,4,
Ad8s7d3s,35,4,
Ad7s7d3s,50,3,
Ad7d6s3s,37.5,4,
Ad7d5s3s,45.5,3,
Ad7d4s3s,52.5,3,
Ad9s7d2s,30,4,
Ad8s7d2s,35,4,
Ad7s7d2s,50,3,
Ad7d6s2s,35,4,
KdTsTd9h,62.5,3,
7d6s4h3s,15,5,
7d5s4h3s,28,4,
8s7d5s4h,15,5,
7d6s5s4h,40,4,
8s7d6s4h,28,4,
7d6h5h4s,40,4,
7d6h5h3s,30,4,
9s7d6h5h,30,4,
8s7d6h5h,40,4,
9s8h7d5h,25,4,
8h7d6s5h,35,4,
8h7d5h4s,15,5,
7d5s4h3h,30,4,
JhTh7s5s,48,3,
JhTh6s5s,50,3,
AhQh7d5h,31,4,
7d6s5h3s,25,4,
7d5h4s3s,30,4,
8s7d5h4s,15,5,
7d6s5h4s,38,4,
9s7d6s5h,25,4,
8s7d6s5h,38,4,
9s8s7d5h,30,4,
JhTh9s5s,52.5,3,
JhTh8s5s,45,3,
KdTsTd7h,52.5,3,
9h8s7d5h,25,4,
7d6s5h3h,28,4,
7d5h4s3h,28,4,
7d6h4s3h,15,5,
7d6h5s3h,25,4,
AhTh7d3h,15,5,
AhJh7d3h,15,5,
AhQh7d3h,21,5,
AhKh7d3h,28,4,
7d6s5s3h,30,4,
7d6s4s3h,18,5,
7d5s4s3h,30,4,
8s7d5h4h,20,5,
AhKh7d5h,38,4,
7d5h4h3s,30,4,
8s7d6h4h,28,4,
7d6h5s4h,38,4,
7d6h4h3s,18,5,
8h7d6s4h,25,4,
8h7d5s4h,15,5,
AhTh7d4h,20,5,
AhJh7d4h,25,4,
AhQh7d4h,31,4,
AhKh7d4h,38,4,
9h7d6s5h,25,4,
AhTh7d5h,20,5,
AhJh7d5h,25,4,
7d6s5h4h,40,4,
KdQs8s7d,40,4,
KdJs8s7d,40,4,
KdTs8s7d,43,4,
Ah9h8s7s,52.5,3,
Ah9s9h6s,57.5,3,
Ah9h8s6s,40.5,4,
Ah9h7s6s,42.5,4,
Ah9s9h5s,55,3,
KdQs9s7d,40,4,
KdJs9s7d,38,4,
KdTs9s7d,45,3,
Ah9s9h3s,55,3,
KhJhTh4s,30.5,4,
Ad8h7d2h,35,4,
Ad7h7d2h,50,3,
Ad7d6h2h,35,4,
Ad7d5h2h,42.5,4,
Ad7d4h2h,45.5,3,
Ad7d3h2h,50,3,
Ah9h8s3s,35,4,
Ah9s9h7s,60.5,3,
Ah9h8s5s,37.5,4,
Ah9h7s5s,35.5,4,
Ah9h6s5s,42.5,4,
Ah9s9h8s,67.5,2,
Ad9h7d2h,30,4,
KsKd7s7d,122,1,
KdQh8h7d,40,4,
Ah9s9h2s,55,3,
Ah9h8s2s,35,4,
Ah9h7s2s,30,4,
Ah9h6s2s,30,4,
Ah9h5s2s,40,4,
Ah9h4s2s,43,4,
Ah9h3s2s,50,3,
KdQh9h7d,40,4,
KsKh9s9h,127,1,
Ah9h7s3s,30,4,
KdQsJh7d,37.5,4,
Ah9h6s4s,35.5,4,
KdJhTs7d,30,4,
KdQsTh7d,30,4,
KdJsTh7d,30,4,
Ah9h6s3s,32.5,4,
Ah9h5s3s,43,4,
Ah9h4s3s,50,3,
KdQhJs7d,37.5,4,
KdQhTs7d,30,4,
KdQsQh7d,76,2,
Ah9h5s4s,50,3,
Ah9s9h4s,55,3,
Ah9h8s4s,35,4,
Ah9h7s4s,32.5,4,
KdJsJh7d,52.5,3,
Ad9h7h7d,55.5,3,
Ad8h7h7d,62.5,3,
AsQs9h3s,26,4,
AsJs9h3s,20,5,
Ad9h8h7d,52.5,3,
AsJs9h7s,25,4,
AsTs9h7s,25,4,
AsKs9h5s,28,4,
AsQs9h5s,26,4,
AsJs9h5s,20,5,
AsTs9h5s,20,5,
AsQs9h6s,31,4,
Ad9h7d3h,30,4,
AsTs9h6s,25,4,
KdQhTd7s,30,4,
AsKs9h6s,38,4,
QsJs9s9h,55,3,
AsTs9s9h,58,3,
QsTs9s9h,53,3,
KsQs9h8s,30,4,
KdThTd9s,62.5,3,
KdThTd8s,52.5,3,
KdThTd7s,52.5,3,
KdThTd6s,50,3,
KdJhTd7s,30,4,
AsQs9s9h,56,3,
AsJs9h6s,25,4,
Ad8h7d3h,35,4,
Ad7h7d3h,50,3,
Ad7d6h3h,37.5,4,
Ad7d5h3h,45.5,3,
Ad7d4h3h,52.5,3,
AsJs9h2s,20,5,
AsTs9h2s,20,5,
AsKs9h2s,28,4,
AsQs9h2s,26,4,
AsKs9h3s,28,4,
Ad7h7d4h,52.5,3,
Ad7d6h4h,40.5,4,
Ad7h7d6h,62.5,3,
Ad9h7d4h,32.5,4,
Ad8h7d4h,37.5,4,
AsTs9h3s,20,5,
AsTs9h4s,20,5,
AsKs9h4s,28,4,
AsQs9h4s,26,4,
AsJs9h4s,20,5,
Ad9h7d5h,32.5,4,
Ad8h7d5h,37.5,4,
Ad7h7d5h,55.5,3,
Ad7d6h5h,52.5,3,
Ad9h7d6h,37.5,4,
Ad8h7d6h,50.5,3,
Ad7d5h4h,52.5,3,
ThTd9d8d,72.5,2,
AsTh4s2s,31,4,
AsTh3s2s,38,4,
AsTh6s2s,5,5,
AsTh5s2s,25,4,
KdQh9d8d,30,4,
KdJh9d8d,30,4,
KdJd9d8d,28,4,
KsTd9d8d,45,3,
KdQd9d8d,30,4,
KsJd9d8d,28,4,
JsJd9d8d,58,3,
9s8h7d6h,38,4,
JhJd9d8d,58,3,
KhQd9d8d,30,4,
KsQd9d8d,30,4,
KhKd9d8d,82,1,
KdTh9d8d,45,3,
JsTsTh2s,60,3,
AsTh9s2s,20,5,
KdTsTd2h,50,3,
KsKd9d8d,82,1,
KdQs9d8d,30,4,
KdJs9d8d,30,4,
9d8d7s6h,40,4,
9d8d6h5s,20,5,
KhJd9d8d,28,4,
AsJs7d5s,25,4,
AsTs7d5s,20,5,
AsKs7d5s,38,4,
AsQs7d5s,31,4,
AsKs7d6s,38,4,
AsQs7d6s,36,4,
KhTh9s7s,43,4,
KhTh8s7s,45,3,
AsJs7d6s,30,4,
AsTs7d6s,25,4,
AsKs7s7d,58,3,
AsQs7s7d,51,3,
KhTd9d8d,45,3,
AsTs7s7d,40,4,
AsTs9s7d,33,4,
AsKs8s7d,38,4,
AsQs8s7d,36,4,
AsJs8s7d,30,4,
AsTs8s7d,31,4,
AsKs9s7d,38,4,
AsQs9s7d,31,4,
AsTh8s2s,15,5,
AsTh7s2s,15,5,
AsJs9s7d,31,4,
KdTd9d8d,45,3,
TsTd9d8d,72.5,2,
AsJs7s7d,45,3,
AsJh9d8d,30,4,
AsKh9d8d,30,4,
QsJsTh4s,42.5,4,
JsTsTh4s,60,3,
AsTh9s4s,20,5,
AsTh8s4s,15,5,
AsTh7s5s,26,4,
AsTh6s5s,28,4,
AhKs9d8d,30,4,
AhQs9d8d,30,4,
AhJs9d8d,30,4,
AhTs9d8d,40,4,
Ah9d8d6h,42.5,4,
As9d8d2s,40,4,
As9d8d4s,40,4,
AsTh7s6s,33,4,
As9d8d7s,52.5,3,
As9d8d6s,42.5,4,
KsQsTh5s,32.5,4,
KsJsTh5s,30.5,4,
QsJsTh5s,42.5,4,
AsTh9s3s,20,5,
AsTh7s4s,20,5,
AsTh6s4s,21,5,
KsQsTh4s,32.5,4,
KsJsTh4s,30.5,4,
As9d8d3s,40,4,
KdTs9d8d,45,3,
Ah9d8d2h,40,4,
Ah9d8d3h,40,4,
KsQsTh3s,32.5,4,
KsJsTh3s,30.5,4,
QsJsTh3s,42.5,4,
JsTsTh3s,60,3,
KsJsTh2s,30.5,4,
QsJsTh2s,42.5,4,
AsTh6s3s,15,5,
AsTh5s3s,31,4,
AsTh8s3s,15,5,
AsQh9d8d,30,4,
AsTh5s4s,38,4,
Ah9d8d4h,40,4,
9d8d7s5h,30,4,
9d8d6s5h,20,5,
