cards,strength,rating,%
QcTh9d3s,0,5,
QcTh9d4s,0,5,
QcTh9d5s,0,5,
QcTh9d6s,5,5,
QcTh9d7s,5,5,
QcTh9s9d,30,4,
QcJh9d2s,0,5,
QcJh9d3s,0,5,
QcJh9d4s,0,5,
Jd8d3c2s,20,5,
Jd8d3s3c,18,5,
Jd8d4s3c,20,5,
Jd8d5s3c,15,5,
Jd8d6s3c,15,5,
Jd8d7s3c,15,5,
Jd8s8d3c,32.5,4,
Jd9s8d3c,15,5,
JdTs8d3c,20,5,
JsJd8d3c,45,3,
QsJd8d3c,20,5,
KsJd8d3c,15,5,
5d4h4c3c,24.5,5,
5h5d4c3c,36,4,
8h5d4c3c,30,4,
9h5d4c3c,25,4,
KhQsQc9d,58.5,3,
AhQc9d2s,-5,5,
AhQc9d3s,-5,5,
AhQc9d4s,-5,5,
AhQc9d5s,-5,5,
QhQc9d2s,43.5,4,
QhQc9d3s,43.5,4,
QhQc9d4s,43.5,4,
QhQc9d5s,43.5,4,
QhQc9d6s,48.5,3,
QhQc9d7s,48.5,3,
QhQc9d8s,53.5,3,
QhQc9s9d,88.5,1,
QsQhQc9d,49,3,
KsQhQc9d,58.5,3,
5d4c3h3c,33,4,
Qc9d3s2s,25,4,
Qc9d4s2s,18,5,
Qc9d5s2s,15,5,
Qc9d6s2s,10,5,
Qc9d7s2s,10,5,
Qc9d8s2s,15,5,
Qc9s9d2s,35,4,
QcTs9d2s,20,5,
KhQc9d2s,0,5,
KhQc9d3s,0,5,
KhQc9d4s,0,5,
KhQc9d5s,0,5,
KhQc9d6s,5,5,
KhQc9d7s,5,5,
KhQc9d8s,5,5,
KhQc9s9d,30,4,
AhQc9d7s,0,5,
Kc7h6c2s,10,5,
Kc7h6c3s,15,5,
Kc7h6c4s,15,5,
Kc7h6c5s,25,4,
Kc7h6s6c,22.5,5,
Kc7s7h6c,35,4,
Kc8s7h6c,25,4,
Kc9s7h6c,15,5,
KcTs7h6c,25,4,
KcJs7h6c,25,4,
KcQs7h6c,25,4,
Kc6h6c2s,12.5,5,
Kc6h6c3s,17.5,5,
AhQc9d8s,5,5,
AhQc9s9d,25,4,
QsQc9d5s,63.5,3,
QcJs9d2s,20,5,
QsQc9d2s,63.5,3,
KsQc9d2s,20,5,
Qc9d4s3s,25,4,
Qc9d5s3s,18,5,
Qc9d6s3s,15,5,
Qc9d7s3s,10,5,
Qc9d8s3s,15,5,
Qc9s9d3s,35,4,
QcTs9d3s,20,5,
QcJs9d3s,20,5,
QsQc9d3s,63.5,3,
KsQc9d3s,20,5,
Qc9d5s4s,25,4,
AhQc9d6s,0,5,
QsQc9d7s,68.5,2,
KsQc9d7s,25,4,
Qc9d6s4s,18,5,
Qc9d7s4s,15,5,
Qc9d8s4s,15,5,
Qc9s9d4s,35,4,
QcTs9d4s,20,5,
QcJs9d4s,20,5,
QsQc9d4s,63.5,3,
KsQc9d4s,20,5,
Qc9d6s5s,25,4,
Qc9d7s5s,18,5,
Qc9d8s5s,20,5,
Qc9s9d5s,35,4,
QcTs9d5s,20,5,
QcJs9d5s,20,5,
Js4d4c3c,24.5,5,
Qs4d4c3c,24.5,5,
Ks4d4c3c,24.5,5,
As4d4c3c,39.5,4,
KsQc9d5s,20,5,
Qc9d7s6s,25,4,
Qc9d8s6s,23,5,
Qc9s9d6s,40,4,
QcTs9d6s,25,4,
QcJs9d6s,25,4,
QsQc9d6s,68.5,2,
KsQc9d6s,25,4,
Qc9d8s7s,35,4,
Qc9s9d7s,43,4,
QcTs9d7s,25,4,
QcJs9d7s,25,4,
Kc6h6c4s,17.5,5,
Kc6h6c5s,22.5,5,
Kc6s6h6c,30,4,
Kc7s6h6c,22.5,5,
Kc8s6h6c,17.5,5,
Kc9s6h6c,17.5,5,
KcTs6h6c,27.5,4,
KcJs6h6c,27.5,4,
KcQs6h6c,32.5,4,
Kc6s6c5h,22.5,5,
Kc7s6c5h,25,4,
QsQc9d8s,73.5,2,
QsQc9s9d,108.5,1,
8s4d4c3c,19.5,5,
9s4d4c3c,19.5,5,
Ts4d4c3c,24.5,5,
4s4d4c3c,32,4,
5s4d4c3c,24.5,5,
KsQc9s9d,50,3,
Qc9s9d8s,50,3,
KcQs6c4h,25,4,
Kc6c5h2s,15,5,
Kc6c5h3s,15,5,
Kc6c5h4s,25,4,
Kc6c5s5h,21,5,
Kc8s6c5h,15,5,
Kc9s6c5h,15,5,
KcTs6c5h,25,4,
KcJs6c5h,25,4,
KcQs6c5h,25,4,
KcTs6c4h,20,5,
KcJs6c4h,20,5,
Kc6s6c4h,17.5,5,
Kc7s6c4h,15,5,
Kc8s6c4h,10,5,
Kc9s6c4h,10,5,
5h4d4c3c,24.5,5,
6h4d4c3c,24.5,5,
7h4d4c3c,24.5,5,
8h4d4c3c,19.5,5,
9h4d4c3c,19.5,5,
Th4d4c3c,24.5,5,
Jh4d4c3c,24.5,5,
Qh4d4c3c,24.5,5,
Kh4d4c3c,24.5,5,
Ah4d4c3c,39.5,4,
4d4c3c2s,34.5,4,
4d4c3s3c,37.5,4,
Kc6c3s3h,13,5,
Kc6c4s3h,15,5,
Kc6c5s3h,15,5,
Kc6s6c3h,17.5,5,
Kc7s6c3h,15,5,
Kc8s6c3h,10,5,
Kc9s6c3h,10,5,
KcTs6c3h,20,5,
KcJs6c3h,20,5,
KcQs6c3h,25,4,
Kc6c5s2h,15,5,
Kc6s6c2h,12.5,5,
Kc6c4h2s,10,5,
Kc6c4h3s,15,5,
Kc6c4s4h,14.5,5,
Kc6c5s4h,25,4,
Kc9s6c2h,5,5,
KcTs6c2h,10,5,
KcJs6c2h,10,5,
KcQs6c2h,15,5,
Qs4c3d3c,23,5,
Ks4c3d3c,23,5,
As4c3d3c,38,4,
7d4d4c3c,39.5,4,
8d4d4c3c,37,4,
9d4d4c3c,37,4,
Td4d4c3c,42,4,
Jd4d4c3c,42,4,
4d4c3c2h,34.5,4,
6s4d4c3c,24.5,5,
7s4d4c3c,24.5,5,
Kc6c3h2s,15,5,
4d4c3h3c,37.5,4,
4h4d4c3c,32,4,
9h4c3d3c,18,5,
Th4c3d3c,23,5,
Jh4c3d3c,23,5,
Qh4c3d3c,23,5,
Kh4c3d3c,23,5,
Ah4c3d3c,38,4,
4c3d3c2s,23,5,
4c3s3d3c,28,4,
Qd8d3c2h,10,5,
Kc6c2s2h,6.5,5,
Kc6c3s2h,15,5,
Kc6c4s2h,10,5,
Kc7s6c2h,10,5,
Kc8s6c2h,5,5,
4h4c3d3c,37.5,4,
5h4c3d3c,33,4,
6h4c3d3c,23,5,
7h4c3d3c,23,5,
8h4c3d3c,18,5,
QcTd3h2h,30,4,
QcTd4h2h,23,5,
4s4c3d3c,37.5,4,
5s4c3d3c,33,4,
6s4c3d3c,23,5,
7s4c3d3c,23,5,
8s4c3d3c,18,5,
9s4c3d3c,18,5,
Ts4c3d3c,23,5,
Js4c3d3c,23,5,
7d4c3d3c,38,4,
Qd8d3h3c,8,5,
Qd8d4h3c,10,5,
Qd8d5h3c,10,5,
Qd8d6h3c,10,5,
Qd8d7h3c,10,5,
Qd8h8d3c,27.5,4,
Qd9h8d3c,15,5,
QdTh8d3c,15,5,
QdJh8d3c,20,5,
KhQd8d3c,15,5,
Qd8d3c2s,10,5,
Qd8d3s3c,8,5,
Td4c3d3c,40.5,4,
Jd4c3d3c,40.5,4,
4c3d3c2h,23,5,
4c3h3d3c,28,4,
QcTd9h3h,20,5,
QcTd5h2h,20,5,
QcTd6h2h,10,5,
QcTd7h2h,15,5,
QcTd8h2h,15,5,
QcTd9h2h,20,5,
QcTd2s2h,1.5,5,
QcTd3s2h,5,5,
QcTd4s2h,0,5,
QcTd5s2h,0,5,
QcTd6s2h,-10,5,
QcTd7s2h,-5,5,
QcTd8s2h,-5,5,
8d4c3d3c,35.5,4,
9d4c3d3c,35.5,4,
KcQd6c2s,15,5,
QcJsTd3h,17.5,5,
QsQcTd3h,51,3,
KsQcTd3h,7.5,5,
QcTd5h4h,30,4,
QcTd6h4h,23,5,
QcTd7h4h,20,5,
QcTd9s2h,0,5,
QcTsTd2h,30,4,
QcJsTd2h,17.5,5,
QsQcTd2h,51,3,
KsQcTd2h,7.5,5,
QcTd4h3h,30,4,
QcTd5h3h,23,5,
QcTd6h3h,20,5,
QcTd7h3h,15,5,
QcTd8h3h,15,5,
QcTd3s3h,3,5,
KcQd6c3s,25,4,
KcQd6c4s,25,4,
KcQd6c5s,25,4,
KcQd6s6c,32.5,4,
KcQd7s6c,25,4,
KcQd8s6c,25,4,
KcQd9s6c,25,4,
KcJd9s6c,20,5,
QcTd4s3h,5,5,
QcTd5s3h,0,5,
QcTd6s3h,0,5,
QcTd7s3h,-5,5,
QcTd8s3h,-5,5,
QcTd9s3h,0,5,
QcTsTd3h,30,4,
QcTd5h4s,5,5,
QcTd5s5h,6,5,
QcTd6s5h,5,5,
QcTd8h4h,15,5,
QcTd9h4h,20,5,
QcTd4h2s,0,5,
QcTd4h3s,5,5,
QcTd4s4h,4.5,5,
QcTd5s4h,5,5,
QcTd6s4h,0,5,
QcTd7s4h,0,5,
QcTd8s4h,-5,5,
QcTd9s4h,0,5,
QcTsTd4h,30,4,
QcJsTd4h,17.5,5,
QcTd3h2s,5,5,
KcQd6c2h,15,5,
KcQd6c3h,25,4,
KcQd6c4h,25,4,
KcQd6c5h,25,4,
KcQd6h6c,32.5,4,
KcQd7h6c,25,4,
KcQd8h6c,25,4,
KcQd9h6c,25,4,
Qd8d4s3c,10,5,
Qd8d5s3c,10,5,
QcTd6h5h,30,4,
QcTd7h5h,23,5,
QcTd8h5h,20,5,
QcTd9h5h,20,5,
QcTd5h2s,0,5,
QcTd5h3s,0,5,
QcTd6h2s,-10,5,
Ah4c3c2d,45,3,
4c3c2s2d,31.5,4,
4c3s3c2d,23,5,
4s4c3c2d,34.5,4,
7s4c3c2d,30,4,
8s4c3c2d,25,4,
9s4c3c2d,25,4,
Ts4c3c2d,30,4,
Js4c3c2d,30,4,
Qs4c3c2d,30,4,
Ks4c3c2d,30,4,
As4c3c2d,45,3,
4d4c3d3c,57.5,3,
QsQcTd4h,51,3,
KsQcTd4h,7.5,5,
QcTsTd6h,30,4,
QcJsTd6h,17.5,5,
QsQcTd6h,51,3,
KsQcTd6h,7.5,5,
QcTd8h7h,30,4,
QcTd9h7h,28,4,
QcTd7s5h,0,5,
QcTd8s5h,0,5,
QcTd9s5h,0,5,
QcTsTd5h,30,4,
QcJsTd5h,17.5,5,
QsQcTd5h,51,3,
KsQcTd5h,7.5,5,
QcTd7h6h,30,4,
QcTd8h6h,23,5,
QcTd9h6h,25,4,
QcTd7h5s,0,5,
QcTd7h6s,5,5,
QcTd7s7h,20,5,
QcTd8s7h,5,5,
QcTd9s7h,5,5,
QcTsTd7h,32.5,4,
QcJsTd7h,20,5,
QsQcTd7h,53.5,3,
KsQcTd7h,10,5,
QcTd6h3s,0,5,
QcTd6h4s,0,5,
QcTd6h5s,5,5,
QcTd6s6h,7.5,5,
QcTd7s6h,5,5,
QcTd8s6h,0,5,
QcTd9s6h,5,5,
Qd8d6s3c,10,5,
Qd8d7s3c,10,5,
Qd8s8d3c,27.5,4,
Qd9s8d3c,15,5,
QdTs8d3c,15,5,
QdJs8d3c,20,5,
KsQd8d3c,15,5,
Kd8d3c2h,10,5,
Kd8d3h3c,8,5,
Kd8d4h3c,10,5,
Kd8d5h3c,10,5,
KcJd6c5h,25,4,
KcJd6h6c,27.5,4,
QcTd7h2s,-5,5,
QcTd7h3s,-5,5,
QcTd7h4s,0,5,
9h4c3c2d,25,4,
Th4c3c2d,30,4,
Jh4c3c2d,30,4,
QcTd8h2s,-5,5,
QcTd8h3s,-5,5,
QcTd8h4s,-5,5,
QcTd8h5s,0,5,
QcTd8h6s,0,5,
QcTd8h7s,5,5,
QcTd8s8h,22.5,5,
QcTsTd8h,32.5,4,
QsQcTd8h,53.5,3,
QcTd9h2s,0,5,
QcTd9h3s,0,5,
QcTd9h4s,0,5,
QcTd9h5s,0,5,
KcJd7h6c,25,4,
KcJd8h6c,20,5,
KcJd9h6c,20,5,
KcJd6c2s,10,5,
KcJd6c3s,20,5,
KcJd6c4s,20,5,
KcJd6c5s,25,4,
KcJd6s6c,27.5,4,
KcJd7s6c,25,4,
KcJd8s6c,20,5,
KcTd6c2s,10,5,
4c3c2h2d,31.5,4,
4c3h3c2d,23,5,
4h4c3c2d,34.5,4,
7h4c3c2d,30,4,
8h4c3c2d,25,4,
KcTd9s6c,25,4,
KcJd6c2h,10,5,
KcJd6c3h,20,5,
KcJd6c4h,20,5,
KcTs9d6c,25,4,
KcJs9d6c,20,5,
QcTd9s9h,30,4,
QcThTd2s,30,4,
QcThTd3s,30,4,
QcThTd4s,30,4,
QcThTd5s,30,4,
QcThTd6s,30,4,
QcThTd7s,32.5,4,
QcThTd8s,32.5,4,
QcTd9h6s,5,5,
QcTd9h7s,5,5,
KhQcTd3s,7.5,5,
KhQcTd4s,7.5,5,
QcJhTd2s,17.5,5,
QcJhTd3s,17.5,5,
QcJhTd4s,17.5,5,
QcJhTd5s,17.5,5,
QcJhTd6s,17.5,5,
QcJhTd7s,20,5,
Qh4c3c2d,30,4,
Kh4c3c2d,30,4,
KcTd6c3s,20,5,
KcTd6c4s,20,5,
KcTd6c5s,25,4,
KcTd6s6c,27.5,4,
KcTd7s6c,25,4,
KcTd8s6c,20,5,
KcTd6c4h,20,5,
KcTd6c5h,25,4,
KcTd6h6c,27.5,4,
KcTd7h6c,25,4,
KcTd8h6c,20,5,
KcTd9h6c,25,4,
Kc9d7h6c,15,5,
Kc9d8h6c,15,5,
QhQcTd2s,51,3,
QhQcTd3s,51,3,
QhQcTd4s,51,3,
QhQcTd5s,51,3,
QhQcTd6s,51,3,
QhQcTd7s,53.5,3,
QhQcTd8s,53.5,3,
KhQcTd2s,7.5,5,
KcQh9d6c,25,4,
Kc9d6c2s,5,5,
Kc9d6c3s,10,5,
Kc9d6c4s,10,5,
Kc9d6c5s,15,5,
Kc9d6s6c,17.5,5,
Kc9d7s6c,15,5,
Kc9d8s6c,15,5,
Kc9s9d6c,35,4,
Kc8d7s6c,25,4,
Kc8s8d6c,32.5,4,
KhQcTd7s,10,5,
9d4c3c2d,42.5,4,
KcQs9d6c,25,4,
KcTd6c2h,10,5,
KcTd6c3h,20,5,
Kc9d6c3h,10,5,
Kc9d6c4h,10,5,
Kc9d6c5h,15,5,
Kc9d6h6c,17.5,5,
Kc8d6c4h,10,5,
Kc8d6c5h,15,5,
QcTd3s2s,30,4,
QcTd4s2s,23,5,
QcTd5s2s,20,5,
QcTd6s2s,10,5,
QcTd7s2s,15,5,
KhQcTd5s,7.5,5,
KhQcTd6s,7.5,5,
Kc9h9d6c,35,4,
KcTh9d6c,25,4,
KcJh9d6c,20,5,
QcTd7s5s,23,5,
QcTd8s5s,20,5,
QcTd9s5s,20,5,
QcTd8s2s,15,5,
QcTd9s2s,20,5,
QcTd4s3s,30,4,
QcTd5s3s,23,5,
QcTd6s3s,20,5,
QcTd7s3s,15,5,
QcTd8s3s,15,5,
QcTd9s3s,20,5,
Kc9s8d6c,15,5,
KcTs8d6c,20,5,
KcJs8d6c,20,5,
KcQs8d6c,25,4,
Kc9d6c2h,5,5,
Kc8h8d6c,32.5,4,
Kc9h8d6c,15,5,
KcTh8d6c,20,5,
KcJh8d6c,20,5,
KcQh8d6c,25,4,
Kc8d6c2s,5,5,
Kc8d6c3s,10,5,
Kc8d6c4s,10,5,
Kc8d6c5s,15,5,
Kc8d6s6c,17.5,5,
Kc7d6c5s,25,4,
Kc7d6s6c,22.5,5,
QcTd7s4s,20,5,
QcTd8s4s,15,5,
QcTd9s4s,20,5,
QcTd6s5s,30,4,
Kc7s7d6c,35,4,
Kc8s7d6c,25,4,
Kc9s7d6c,15,5,
KcTs7d6c,25,4,
KcJs7d6c,25,4,
KcQs7d6c,25,4,
Kc8d6c2h,5,5,
Kc8d6c3h,10,5,
Kc7d6c2h,10,5,
Kc7d6c3h,15,5,
QcTd8s6s,23,5,
QcTd9s6s,25,4,
QcTd5s4s,30,4,
QcTd6s4s,23,5,
Kc8d6h6c,17.5,5,
Kc8d7h6c,25,4,
Kc7d6c5h,25,4,
Kc7d6h6c,22.5,5,
Kc7h7d6c,35,4,
Kc8h7d6c,25,4,
Kc9h7d6c,15,5,
KcTh7d6c,25,4,
KcJh7d6c,25,4,
KcQh7d6c,25,4,
Kc7d6c2s,10,5,
Kc7d6c3s,15,5,
Kc7d6c4s,15,5,
Kd8d6h3c,10,5,
Kd8d7h3c,10,5,
QcTd8s7s,30,4,
QcTd9s7s,28,4,
QcTd7s6s,30,4,
Kd8d4s3c,10,5,
Kd8d5s3c,10,5,
Kd8d6s3c,10,5,
Kd8d7s3c,10,5,
Kd8s8d3c,27.5,4,
Kc6d6c4s,17.5,5,
Kc6d6c5s,22.5,5,
Kc4c3c2s,30,4,
Kc4c3s3c,23,5,
Kc4s4c3c,24.5,5,
Kc5s4c3c,30,4,
Kc6s4c3c,20,5,
Kc7s4c3c,20,5,
Kc8s4c3c,15,5,
Kc9s4c3c,15,5,
Kc7d6c4h,15,5,
Kc9h4c3c,15,5,
Kc6s6d6c,30,4,
Kc7s6d6c,22.5,5,
Kc8s6d6c,17.5,5,
Kc9s6d6c,17.5,5,
KcTs6d6c,27.5,4,
KcJs6d6c,27.5,4,
KcQs6d6c,32.5,4,
Kc6d6c2h,12.5,5,
Kd8h8d3c,27.5,4,
Kd9h8d3c,10,5,
KdTh8d3c,15,5,
KdJh8d3c,15,5,
KdQh8d3c,15,5,
Kd8d3c2s,10,5,
Kd8d3s3c,8,5,
Kc9h6d6c,17.5,5,
KcTh6d6c,27.5,4,
KcJh6d6c,27.5,4,
KcQh6d6c,32.5,4,
Kc6d6c2s,12.5,5,
Kc6d6c3s,17.5,5,
Kc6c5s5d,21,5,
Kc6s6c5d,22.5,5,
Kc9d4c3c,15,5,
Kc4c3c2h,30,4,
Kc4c3h3c,23,5,
Kc4h4c3c,24.5,5,
Kc5h4c3c,30,4,
Kc6h4c3c,20,5,
Kc7h4c3c,20,5,
Kc8h4c3c,15,5,
Qc5h4c3c,30,4,
Qc6h4c3c,20,5,
Qc7h4c3c,20,5,
Qc8h4c3c,15,5,
Qc9h4c3c,25,4,
Qc6s4c3c,20,5,
Qc7s4c3c,20,5,
Qc8s4c3c,15,5,
Qc9s4c3c,25,4,
Kc8d4c3c,15,5,
Kc6d6c3h,17.5,5,
Kc6d6c4h,17.5,5,
Kc6d6c5h,22.5,5,
Kc6h6d6c,30,4,
Kc7h6d6c,22.5,5,
Kc8h6d6c,17.5,5,
Kc7s6c5d,25,4,
Kc8s6c5d,15,5,
Kc9s6c5d,15,5,
KcTs6c5d,25,4,
KcJs6c5d,25,4,
KcQs6c5d,25,4,
Kc6c5d2h,15,5,
Kc6c5d3h,15,5,
Kc4c3c2d,30,4,
Kc4c3d3c,23,5,
Kc4d4c3c,24.5,5,
Kc5d4c3c,30,4,
Kc6d4c3c,20,5,
Kc7d4c3c,20,5,
Qc4c3h3c,23,5,
Qc4h4c3c,24.5,5,
QcJd9s2h,0,5,
QcJdTs2h,17.5,5,
QcJsJd2h,37.5,4,
QsQcJd2h,56,3,
KsQcJd2h,17.5,5,
Qc4c3c2s,30,4,
Qc4c3s3c,23,5,
Qc4s4c3c,24.5,5,
Qc5s4c3c,30,4,
QcJd3h2h,30,4,
QcJd4h2h,28,4,
QcJd5h2h,25,4,
QcJd6h2h,15,5,
QcJd7h2h,15,5,
QcJd8h2h,20,5,
QcJd9h2h,20,5,
QcJd6h3h,25,4,
QcJd7h3h,15,5,
QcJd8h3h,20,5,
QcJd9h3h,20,5,
QcJd3h2s,5,5,
QcJd3s3h,8,5,
QcJd4s3h,5,5,
QcJd5s3h,5,5,
QcJd6s3h,5,5,
QcJd2s2h,6.5,5,
QcJd3s2h,5,5,
QcJd4s2h,5,5,
QcJd5s2h,5,5,
QcJd6s2h,-5,5,
QcJd7s2h,-5,5,
QcJd8s2h,0,5,
QcJd4h3h,30,4,
Kc6c5d4h,25,4,
Kc6c5h5d,21,5,
Kc6h6c5d,22.5,5,
Kc7h6c5d,25,4,
Kc8h6c5d,15,5,
Kc9h6c5d,15,5,
KcTh6c5d,25,4,
KcJh6c5d,25,4,
KcQh6c5d,25,4,
Kc6c5d2s,15,5,
Kc6c5d3s,15,5,
Kc6c5d4s,25,4,
Kc6s6c4d,17.5,5,
Kc7s6c4d,15,5,
QcJd5h3h,28,4,
QsQcJd4h,56,3,
KsQcJd4h,17.5,5,
QcJd6h5h,30,4,
QcJd7h5h,28,4,
QcJd7s3h,-5,5,
QcJd8s3h,0,5,
QcJd9s3h,0,5,
QcJdTs3h,17.5,5,
QcJsJd3h,37.5,4,
QsQcJd3h,56,3,
KsQcJd3h,17.5,5,
QcJd5h4h,30,4,
QcJd6h4h,28,4,
QcJd7h4h,25,4,
QcJd8h4h,20,5,
QcJd9h4h,20,5,
Kc8s6c4d,10,5,
Kc9s6c4d,10,5,
KcTs6c4d,20,5,
KcJs6c4d,20,5,
KcQs6c4d,25,4,
Kc6c4d3h,15,5,
Kc6c4h4d,14.5,5,
QcJd4h3s,5,5,
QcJd4s4h,9.5,5,
QcJd5s4h,5,5,
QcJd6s4h,5,5,
QcJd7s4h,5,5,
QcJd8s4h,0,5,
QcJd9s4h,0,5,
QcJdTs4h,17.5,5,
QcJsJd4h,37.5,4,
QcJd6h5s,5,5,
QcJd6s6h,12.5,5,
QcJd7s6h,5,5,
QcJd8h5h,25,4,
QcJd9h5h,20,5,
QcJd5h2s,5,5,
QcJd5h3s,5,5,
QcJd5h4s,5,5,
QcJd5s5h,11,5,
QcJd6s5h,5,5,
QcJd7s5h,5,5,
QcJd8s5h,5,5,
QcJd9s5h,0,5,
QcJdTs5h,17.5,5,
QcJsJd5h,37.5,4,
QcJd4h2s,5,5,
QcJsJd6h,37.5,4,
QsQcJd6h,56,3,
KsQcJd6h,17.5,5,
QcJd8h7h,30,4,
QcJd9h7h,28,4,
QcJd7h2s,-5,5,
QcJd7h3s,-5,5,
QcJd7h4s,5,5,
QsQcJd5h,56,3,
KsQcJd5h,17.5,5,
QcJd7h6h,30,4,
QcJd8h6h,28,4,
QcJd9h6h,25,4,
QcJd6h2s,-5,5,
QcJd6h3s,5,5,
QcJd6h4s,5,5,
QcJd9s6h,5,5,
Kc6c5h4d,25,4,
Kc6h6c4d,17.5,5,
Kc7h6c4d,15,5,
Kc8h6c4d,10,5,
Kc9h6c4d,10,5,
KcTh6c4d,20,5,
KcJh6c4d,20,5,
KcQh6c4d,25,4,
Kc6c4d2s,10,5,
Kc6c4d3s,15,5,
Kc6c4s4d,14.5,5,
Kc6c5s4d,25,4,
Kc8s6c3d,10,5,
Kc9s6c3d,10,5,
QcJdTs6h,17.5,5,
KcTs6c3d,20,5,
KcJs6c3d,20,5,
KcQs6c3d,25,4,
Kc6c4d2h,10,5,
Kc6c5h3d,15,5,
Kc6h6c3d,17.5,5,
QcJd7s7h,25,4,
Qc4c3c2d,30,4,
Qc4c3d3c,23,5,
Qc4d4c3c,24.5,5,
Qc5d4c3c,30,4,
Qc6d4c3c,20,5,
Qc7d4c3c,20,5,
Qc8d4c3c,15,5,
Qc9d4c3c,25,4,
QcJd8s6h,5,5,
QcJd9h6s,5,5,
QcJd9h7s,5,5,
QcJd9s9h,30,4,
Qc4c3c2h,30,4,
QcJd8s7h,5,5,
QcJd9s7h,5,5,
QcJdTs7h,20,5,
QcJsJd7h,37.5,4,
QsQcJd7h,56,3,
KsQcJd7h,17.5,5,
QcJd8h2s,0,5,
QcJd8h3s,0,5,
QcJd8h4s,0,5,
QcJd8h5s,5,5,
QcJd7h5s,5,5,
QcJd7h6s,5,5,
Jc4c3s3c,23,5,
Jc4s4c3c,24.5,5,
Jc5s4c3c,30,4,
Jc6s4c3c,20,5,
Jc7s4c3c,20,5,
Jc8s4c3c,25,4,
Jc9s4c3c,25,4,
QcJd8h6s,5,5,
QcJd8h7s,5,5,
QcJd8s8h,27.5,4,
QcJsJd8h,40,4,
QsQcJd8h,58.5,3,
QcJd9h2s,0,5,
QcJd9h3s,0,5,
QcJd9h4s,0,5,
QcJd9h5s,0,5,
QcJhJd8s,40,4,
Kc7h6c3d,15,5,
Kc8h6c3d,10,5,
Kc9h6c3d,10,5,
KcTh6c3d,20,5,
KcJh6c3d,20,5,
KcQh6c3d,25,4,
Kc6c3d2s,15,5,
Kc6c3s3d,13,5,
Kc6c4s3d,15,5,
Kc6c5s3d,15,5,
Kc6s6c3d,17.5,5,
Kc7s6c3d,15,5,
KcJs6c2d,10,5,
KcQs6c2d,15,5,
Jc4c3c2s,30,4,
Kc6c3d2h,15,5,
Kc6c3h3d,13,5,
Kc6c4h3d,15,5,
Kc8h6c2d,5,5,
Kc9h6c2d,5,5,
QcJdTh3s,17.5,5,
QcJdTh4s,17.5,5,
QcJdTh5s,17.5,5,
QcJdTh6s,17.5,5,
QcJdTh7s,20,5,
QcJhJd2s,37.5,4,
QcJhJd3s,37.5,4,
QcJhJd4s,37.5,4,
QcJhJd5s,37.5,4,
QcJhJd6s,37.5,4,
QcJhJd7s,37.5,4,
KhQcJd2s,17.5,5,
KhQcJd3s,17.5,5,
KhQcJd4s,17.5,5,
KhQcJd5s,17.5,5,
KhQcJd6s,17.5,5,
QhQcJd2s,56,3,
Jc9d4c3c,25,4,
Jc4c3c2h,30,4,
Jc4c3h3c,23,5,
Jc4h4c3c,24.5,5,
Jc5h4c3c,30,4,
Jc6h4c3c,20,5,
Jc7h4c3c,20,5,
Jc8h4c3c,25,4,
Jc9h4c3c,25,4,
QcJdTh2s,17.5,5,
KcQh6c2d,15,5,
Kc6c2s2d,6.5,5,
Kc6c3s2d,15,5,
Kc6c4s2d,10,5,
Kc6c5s2d,15,5,
Kc6s6c2d,12.5,5,
Kc7s6c2d,10,5,
Kc8s6c2d,5,5,
Kc9s6c2d,5,5,
KcTs6c2d,10,5,
QhQcJd3s,56,3,
QhQcJd4s,56,3,
QhQcJd5s,56,3,
QhQcJd6s,56,3,
QhQcJd7s,56,3,
QhQcJd8s,58.5,3,
KdJs8d3c,15,5,
KdQs8d3c,15,5,
QcJd3s2s,30,4,
QcJd4s2s,28,4,
QcJd5s2s,25,4,
QcJd6s2s,15,5,
QcJd7s2s,15,5,
QcJd8s2s,20,5,
Kc6c2h2d,6.5,5,
Kc6c3h2d,15,5,
Kc6c4h2d,10,5,
Kc6c5h2d,15,5,
Kc6h6c2d,12.5,5,
Kc7h6c2d,10,5,
KcTh6c2d,10,5,
KcJh6c2d,10,5,
KhQc6s6c,32.5,4,
KhQc7s6c,25,4,
KhQc8s6c,25,4,
KhQc9s6c,25,4,
8d3h3c2h,18,5,
QcJd4s3s,30,4,
QcJd5s3s,28,4,
QcJd6s3s,25,4,
QcJd7s3s,15,5,
QcJd8s3s,20,5,
QcJd9s3s,20,5,
QcJd5s4s,30,4,
KhQcJd7s,17.5,5,
8d5s3c2h,-5,5,
Kd9s8d3c,10,5,
KdTs8d3c,15,5,
Jc6d4c3c,20,5,
Jc7d4c3c,20,5,
Jc8d4c3c,25,4,
QcJd6s4s,28,4,
QcJd7s4s,25,4,
QcJd8s4s,20,5,
QcJd9s4s,20,5,
QcJd6s5s,30,4,
QcJd7s5s,28,4,
QcJd8s5s,25,4,
QcJd9s5s,20,5,
QcJd9s2s,20,5,
KhQc6c2s,15,5,
KhQc6c3s,25,4,
KhQc6c4s,25,4,
KhQc6c5s,25,4,
8d7h3c2h,15,5,
8h8d3c2h,37.5,4,
9h8d3c2h,15,5,
Th8d3c2h,20,5,
Jh8d3c2h,20,5,
Qh8d3c2h,10,5,
Kh8d3c2h,10,5,
